service	prefix	action	action docs	access level	condition keys	dependent actions	description
AWS Trusted Advisor 	trustedadvisor	DeleteNotificationConfigurationForDelegatedAdmin	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to the organization management account to delete email notification preferences from a delegated administrator account for Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	DescribeAccount [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view the AWS Support plan and various AWS Trusted Advisor preferences
AWS Trusted Advisor 	trustedadvisor	DescribeAccountAccess [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view if the AWS account has enabled or disabled AWS Trusted Advisor
AWS Trusted Advisor 	trustedadvisor	DescribeCheckItems	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view details for the check items
AWS Trusted Advisor 	trustedadvisor	DescribeCheckRefreshStatuses	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view the refresh statuses for AWS Trusted Advisor checks
AWS Trusted Advisor 	trustedadvisor	DescribeCheckSummaries	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view AWS Trusted Advisor check summaries
AWS Trusted Advisor 	trustedadvisor	DescribeChecks	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view details for AWS Trusted Advisor checks
AWS Trusted Advisor 	trustedadvisor	DescribeNotificationConfigurations	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to get your email notification preferences for Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	DescribeNotificationPreferences [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view the notification preferences for the AWS account
AWS Trusted Advisor 	trustedadvisor	DescribeOrganization [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view if the AWS account meets the requirements to enable the organizational view feature
AWS Trusted Advisor 	trustedadvisor	DescribeOrganizationAccounts [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view the linked AWS accounts that are in the organization
AWS Trusted Advisor 	trustedadvisor	DescribeReports [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view details for organizational view reports, such as the report name, runtime, date created, status, and format
AWS Trusted Advisor 	trustedadvisor	DescribeRisk	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view risk details in AWS Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	DescribeRiskResources	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view affected resources for a risk in AWS Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	DescribeRisks	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view risks in AWS Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	DescribeServiceMetadata [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view information about organizational view reports, such as the AWS Regions, check categories, check names, and resource statuses
AWS Trusted Advisor 	trustedadvisor	DownloadRisk	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to download a file that contains details about the risk in AWS Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	ExcludeCheckItems [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to exclude recommendations for AWS Trusted Advisor checks
AWS Trusted Advisor 	trustedadvisor	GenerateReport [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to create a report for AWS Trusted Advisor checks in your organization
AWS Trusted Advisor 	trustedadvisor	IncludeCheckItems [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to include recommendations for AWS Trusted Advisor checks
AWS Trusted Advisor 	trustedadvisor	ListAccountsForParent [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view, in the Trusted Advisor console, all of the accounts in an AWS organization that are contained by a root or organizational unit (OU)
AWS Trusted Advisor 	trustedadvisor	ListOrganizationalUnitsForParent [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view, in the Trusted Advisor console, all of the organizational units (OUs) in a parent organizational unit or root
AWS Trusted Advisor 	trustedadvisor	ListRoots [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Read			Grants permission to view, in the Trusted Advisor console, all of the roots that are defined in an AWS organization
AWS Trusted Advisor 	trustedadvisor	RefreshCheck	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to refresh an AWS Trusted Advisor check
AWS Trusted Advisor 	trustedadvisor	SetAccountAccess [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to enable or disable AWS Trusted Advisor for the account
AWS Trusted Advisor 	trustedadvisor	SetOrganizationAccess [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to enable the organizational view feature for AWS Trusted Advisor
AWS Trusted Advisor 	trustedadvisor	UpdateNotificationConfigurations	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to create or update your email notification preferences for Trusted Advisor Priority
AWS Trusted Advisor 	trustedadvisor	UpdateNotificationPreferences [permission only]	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to update notification preferences for AWS Trusted Advisor
AWS Trusted Advisor 	trustedadvisor	UpdateRiskStatus	https://docs.aws.amazon.com/awssupport/latest/user/security-trusted-advisor.html#trusted-advisor-operations	Write			Grants permission to update the risk status in AWS Trusted Advisor Priority
AWS WAF 	waf	CreateByteMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateByteMatchSet.html	Write			Grants permission to create a ByteMatchSet
AWS WAF 	waf	CreateGeoMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateGeoMatchSet.html	Write			Grants permission to create a GeoMatchSet
AWS WAF 	waf	CreateIPSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateIPSet.html	Write			Grants permission to create an IPSet
AWS WAF 	waf	CreateRateBasedRule	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateRateBasedRule.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a RateBasedRule for limiting the volume of requests from a single IP address
AWS WAF 	waf	CreateRegexMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateRegexMatchSet.html	Write			Grants permission to create a RegexMatchSet
AWS WAF 	waf	CreateRegexPatternSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateRegexPatternSet.html	Write			Grants permission to create a RegexPatternSet
AWS WAF 	waf	CreateRule	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateRule.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a Rule for filtering web requests
AWS WAF 	waf	CreateRuleGroup	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateRuleGroup.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a RuleGroup, which is a collection of predefined rules that you can use in a WebACL
AWS WAF 	waf	CreateSizeConstraintSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateSizeConstraintSet.html	Write			Grants permission to create a SizeConstraintSet
AWS WAF 	waf	CreateSqlInjectionMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateSqlInjectionMatchSet.html	Write			Grants permission to create an SqlInjectionMatchSet
AWS WAF 	waf	CreateWebACL	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateWebACL.html	Permissions management	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a WebACL, which contains rules for filtering web requests
AWS WAF 	waf	CreateWebACLMigrationStack	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateWebACLMigrationStack.html	Write			Grants permission to create a CloudFormation web ACL template in an S3 bucket for the purposes of migrating the web ACL from AWS WAF Classic to AWS WAF v2
AWS WAF 	waf	CreateXssMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_CreateXssMatchSet.html	Write			Grants permission to create an XssMatchSet, which you use to detect requests that contain cross-site scripting attacks
AWS WAF 	waf	DeleteByteMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteByteMatchSet.html	Write			Grants permission to delete a ByteMatchSet
AWS WAF 	waf	DeleteGeoMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteGeoMatchSet.html	Write			Grants permission to delete a GeoMatchSet
AWS WAF 	waf	DeleteIPSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteIPSet.html	Write			Grants permission to delete an IPSet
AWS WAF 	waf	DeleteLoggingConfiguration	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteLoggingConfiguration.html	Write			Grants permission to delete the LoggingConfiguration from a web ACL
AWS WAF 	waf	DeletePermissionPolicy	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeletePermissionPolicy.html	Permissions management			Grants permission to delete an IAM policy from a rule group
AWS WAF 	waf	DeleteRateBasedRule	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteRateBasedRule.html	Write			Grants permission to delete a RateBasedRule
AWS WAF 	waf	DeleteRegexMatchSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteRegexMatchSet.html	Write			Grants permission to delete a RegexMatchSet
AWS WAF 	waf	DeleteRegexPatternSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteRegexPatternSet.html	Write			Grants permission to delete a RegexPatternSet
AWS WAF 	waf	DeleteRule	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteRule.html	Write			Grants permission to delete a Rule
AWS WAF 	waf	DeleteRuleGroup	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteRuleGroup.html	Write			Grants permission to delete a RuleGroup
AWS WAF 	waf	DeleteSizeConstraintSet	https://docs.aws.amazon.com/waf/latest/APIReference/API_waf_DeleteSizeConstraintSet.html	Write			Grants permission to delete a SizeConstraintSet
